06 000 16 000 ID IDAHO                                 2337       4397      100454    21061
06 000 40 000 OK OKLAHOMA                              2254       4206       77605    19781
06 000 20 000 KS KANSAS                                2086       3703       99609    21981
06 000 22 000 LA LOUISIANA                             1913       3356       77700    22313
06 000 45 000 SC SOUTH CAROLINA                        1833       3393       82472    26832
06 000 19 000 IA IOWA                                  1686       2852       63382    20852
06 000 01 000 AL ALABAMA                               1466       2636       59154    19895
06 000 21 000 KY KENTUCKY                              1397       2623       67387    23454
06 000 11 000 DC DISTRICT OF COLUMBIA                  1393       1729       94038    40374
06 000 05 000 AR ARKANSAS                              1380       2592       49336    17178
06 000 02 000 AK ALASKA                                1332       2507       50937    23299
06 000 31 000 NE NEBRASKA                              1249       2199       51107    21259
06 000 30 000 MT MONTANA                               1235       2072       44917    20266
06 000 28 000 MS MISSISSIPPI                           1013       1979       38267    23711
06 000 33 000 NH NEW HAMPSHIRE                          937       1333       39915    23079
06 000 23 000 ME MAINE                                  789       1183       28896    21235
06 000 44 000 RI RHODE ISLAND                           784       1264       39126    28219
06 000 56 000 WY WYOMING                                605        992       28381    21207
06 000 50 000 VT VERMONT                                546        708       20203    20549
06 000 46 000 SD SOUTH DAKOTA                           498        802       14772    19631
06 000 10 000 DE DELAWARE                               460        746       26073    30233
06 000 38 000 ND NORTH DAKOTA                           423        681       14327    21684
06 000 54 000 WV WEST VIRGINIA                          377        624       12910    18124
08 000 96 000 CO CO Total Mig - US & For              86398     158999     4617497    26886
08 000 97 000 CO CO Total Mig - US                    83250     153589     4505132    27278
08 000 98 000 CO CO Total Mig - Foreign                3148       5410      112365    17558
08 000 08 000 CO CO Non-Migrants                    1716995    3668262   114281243    40440
08 000 06 000 CA CALIFORNIA                           11224      21920      727356    32610
08 000 48 000 TX TEXAS                                 7687      16009      463781    28691
08 000 04 000 AZ ARIZONA                               4576       8883      227287    28877
08 000 12 000 FL FLORIDA                               4443       7905      206247    25694
08 000 57 000 FR Foreign                               3148       5410      112365    17558
08 000 17 000 IL ILLINOIS                              3027       5080      191821    27999
08 000 35 000 NM NEW MEXICO                            2630       5091      122716    25115
08 000 36 000 NY NEW YORK                              2403       3701      126580    26262
08 000 26 000 MI MICHIGAN                              2401       3932      112631    21731
08 000 53 000 WA WASHINGTON                            2289       4166      116135    28015
08 000 20 000 KS KANSAS                                2112       3988       87918    23720
08 000 51 000 VA VIRGINIA                              2102       4055      148071    39228
08 000 56 000 WY WYOMING                               2053       3681      102423    27602
08 000 39 000 OH OHIO                                  1966       3344      109642    25930
08 000 27 000 MN MINNESOTA                             1835       2985       98531    24380
08 000 32 000 NV NEVADA                                1826       3612      100896    28749
08 000 29 000 MO MISSOURI                              1819       3302       86615    24152
08 000 31 000 NE NEBRASKA                              1810       3223       83719    24182
08 000 49 000 UT UTAH                                  1697       3597       80101    30024
08 000 42 000 PA PENNSYLVANIA                          1648       2698       88871    24679
08 000 37 000 NC NORTH CAROLINA                        1618       3043       81878    27538
08 000 13 000 GA GEORGIA                               1591       3118       91826    27520
08 000 55 000 WI WISCONSIN                             1467       2404       68415    24101
08 000 40 000 OK OKLAHOMA                              1378       2735       68903    27047
08 000 19 000 IA IOWA                                  1333       2152       54173    22101
08 000 41 000 OR OREGON                                1314       2279       68014    24369
08 000 25 000 MA MASSACHUSETTS                         1164       1740       69480    29894
08 000 18 000 IN INDIANA                               1101       1864       48768    22949
08 000 24 000 MD MARYLAND                              1057       2019       76144    40832
08 000 47 000 TN TENNESSEE                             1018       1892       50070    25717
08 000 34 000 NJ NEW JERSEY                             927       1618       69175    32180
08 000 30 000 MT MONTANA                                924       1580       36174    22675
08 000 16 000 ID IDAHO                                  764       1540       37685    25481
08 000 22 000 LA LOUISIANA                              741       1398       35636    27454
08 000 15 000 HI HAWAII                                 739       1399       35149    28381
08 000 46 000 SD SOUTH DAKOTA                           699       1170       27511    19721
08 000 02 000 AK ALASKA                                 624       1176       31536    29624
08 000 45 000 SC SOUTH CAROLINA                         597       1145       24255    25245
08 000 05 000 AR ARKANSAS                               575       1145       22537    22142
08 000 21 000 KY KENTUCKY                               557       1056       28917    26318
08 000 09 000 CT CONNECTICUT                            554        886       49644    29095
08 000 01 000 AL ALABAMA                                537       1120       30021    29486
08 000 38 000 ND NORTH DAKOTA                           426        718       17626    24454
08 000 33 000 NH NEW HAMPSHIRE                          371        537       16653    21907
08 000 23 000 ME MAINE                                  342        542       17058    20920
08 000 50 000 VT VERMONT                                322        442       13877    20146
08 000 28 000 MS MISSISSIPPI                            290        572       11098    24463
08 000 11 000 DC DISTRICT OF COLUMBIA                   233        312       19400    44411
08 000 54 000 WV WEST VIRGINIA                          180        341        7597    23147
08 000 44 000 RI RHODE ISLAND                           149        274        9154    31070
08 000 10 000 DE DELAWARE                               110        200        5418    25937
09 000 96 000 CT CT Total Mig - US & For              38072      66078     2838352    31171
