08 000 31 000 NE NEBRASKA                              1386       2742       54197    24461
08 000 40 000 OK OKLAHOMA                              1343       2789       55483    24481
08 000 27 000 MN MINNESOTA                             1171       2125       67237    28853
08 000 42 000 PA PENNSYLVANIA                          1097       1974       61665    25407
08 000 39 000 OH OHIO                                  1093       2064       57438    27357
08 000 26 000 MI MICHIGAN                               940       1711       40918    22780
08 000 19 000 IA IOWA                                   909       1692       38705    25487
08 000 30 000 MT MONTANA                                881       1617       36828    24625
08 000 55 000 WI WISCONSIN                              872       1534       40614    24968
08 000 47 000 TN TENNESSEE                              864       1671       48033    25879
08 000 25 000 MA MASSACHUSETTS                          842       1263       44761    26285
08 000 16 000 ID IDAHO                                  812       1646       42525    26327
08 000 18 000 IN INDIANA                                753       1515       34888    25849
08 000 24 000 MD MARYLAND                               729       1288       38502    31555
08 000 22 000 LA LOUISIANA                              694       1363       26130    21715
08 000 15 000 HI HAWAII                                 674       1196       28122    23796
08 000 46 000 SD SOUTH DAKOTA                           583       1139       25574    27360
08 000 34 000 NJ NEW JERSEY                             582       1081       37578    28371
08 000 45 000 SC SOUTH CAROLINA                         573       1145       37298    27320
08 000 21 000 KY KENTUCKY                               572       1272       21451    25235
08 000 05 000 AR ARKANSAS                               544       1176       24285    24642
08 000 01 000 AL ALABAMA                                537       1238       27405    30077
08 000 02 000 AK ALASKA                                 464        845       17560    24525
08 000 09 000 CT CONNECTICUT                            304        501       19887    31086
08 000 38 000 ND NORTH DAKOTA                           298        539       10478    23392
08 000 28 000 MS MISSISSIPPI                            284        553       10550    23721
08 000 33 000 NH NEW HAMPSHIRE                          253        421       11331    26120
08 000 23 000 ME MAINE                                  227        376       11039    26309
08 000 11 000 DC DISTRICT OF COLUMBIA                   213        266        8593    25095
08 000 50 000 VT VERMONT                                164        288        8566    24736
08 000 54 000 WV WEST VIRGINIA                          121        219        4262    24285
08 000 44 000 RI RHODE ISLAND                           103        185        4231    23055
08 000 10 000 DE DELAWARE                                66        120        2295    23653
09 000 96 000 CT CT Total Mig - US & For              44687      78123     3364538    31621
09 000 97 000 CT CT Total Mig - US                    43270      75577     3258414    32049
09 000 98 000 CT CT Total Mig - Foreign                1417       2546      106124    21249
09 000 09 000 CT CT Non-Migrants                    1300673    2723531   105079131    43762
09 000 36 000 NY NEW YORK                              7455      11577      533837    33933
09 000 12 000 FL FLORIDA                               5770      10425      539790    30815
09 000 25 000 MA MASSACHUSETTS                         4807       7246      344921    29726
09 000 06 000 CA CALIFORNIA                            2325       3750      173154    32400
09 000 37 000 NC NORTH CAROLINA                        2130       4313      147815    31608
09 000 34 000 NJ NEW JERSEY                            1723       3030      142446    43905
09 000 51 000 VA VIRGINIA                              1695       3183      108578    32132
09 000 42 000 PA PENNSYLVANIA                          1627       3007      111550    30136
09 000 57 000 FR Foreign                               1417       2546      106124    21249
09 000 48 000 TX TEXAS                                 1409       2865      134888    37461
09 000 13 000 GA GEORGIA                               1332       2848       74030    28948
09 000 44 000 RI RHODE ISLAND                          1172       1862       64493    29120
09 000 45 000 SC SOUTH CAROLINA                        1040       2028       68941    34749
09 000 17 000 IL ILLINOIS                               895       1660       77982    41854
09 000 33 000 NH NEW HAMPSHIRE                          775       1357       63221    32259
09 000 24 000 MD MARYLAND                               767       1272       73782    31416
09 000 23 000 ME MAINE                                  749       1362       51012    30108
09 000 04 000 AZ ARIZONA                                714       1264       49390    33749
09 000 53 000 WA WASHINGTON                             564       1068       39311    33776
09 000 50 000 VT VERMONT                                556        922       36818    28818
09 000 39 000 OH OHIO                                   553       1133       45241    34399
09 000 08 000 CO COLORADO                               541        965       40035    28525
09 000 47 000 TN TENNESSEE                              432        858       27717    32173
09 000 26 000 MI MICHIGAN                               325        642       26359    36457
09 000 32 000 NV NEVADA                                 320        514       30507    29799
09 000 11 000 DC DISTRICT OF COLUMBIA                   279        325       14423    27499
09 000 18 000 IN INDIANA                                263        525       17807    32666
09 000 55 000 WI WISCONSIN                              243        480       20089    39374
09 000 29 000 MO MISSOURI                               241        436       19932    31718
09 000 41 000 OR OREGON                                 217        343       12877    27272
09 000 27 000 MN MINNESOTA                              214        411       17025    49166
09 000 21 000 KY KENTUCKY                               208        415       13599    37082
09 000 01 000 AL ALABAMA                                193        358        9850    23999
09 000 15 000 HI HAWAII                                 189        337        9033    29624
09 000 35 000 NM NEW MEXICO                             170        300       14255    32499
09 000 22 000 LA LOUISIANA                              168        290        7190    22840
09 000 49 000 UT UTAH                                   154        341       15352    32499
09 000 10 000 DE DELAWARE                               150        241        9235    27272
